loan_amnt,int_rate,annual_inc,dti,delinq_2yrs,revol_util,loan_status,grade,term,home_ownership
34209,6.28,100758,33.4,1,13.89,Fully Paid,B, 36 months,OWN
23424,11.35,32363,39.49,1,40.82,Fully Paid,D, 36 months,MORTGAGE
7370,9.41,105149,13.06,1,16.92,Fully Paid,B, 60 months,RENT
10528,15.31,64563,21.51,0,45.36,Fully Paid,A, 36 months,MORTGAGE
29276,7.05,50628,20.7,0,70.29,Fully Paid,F, 60 months,MORTGAGE
9179,20.04,128162,38.2,0,52.29,Fully Paid,D, 60 months,MORTGAGE
17843,23.12,130920,19.4,1,44.53,Fully Paid,B, 36 months,MORTGAGE
24952,19.87,140953,28.11,0,20.72,Charged Off,B, 36 months,RENT
34160,15.66,89672,36.91,2,32.04,Charged Off,F, 60 months,MORTGAGE
30516,22.21,66246,15.25,0,19.01,Fully Paid,A, 60 months,OWN
11449,18.9,31161,36.13,3,82.67,Fully Paid,G, 60 months,OWN
22125,5.21,120993,36.74,0,22.17,Fully Paid,D, 60 months,OWN
8418,12.88,109110,37.26,0,63.58,Fully Paid,A, 60 months,MORTGAGE
23746,22.02,112438,11.18,0,40.85,Fully Paid,F, 60 months,OWN
3454,11.92,22810,16.31,0,30.34,Charged Off,B, 36 months,RENT
18761,5.7,79860,34.88,3,67.55,Fully Paid,G, 36 months,MORTGAGE
16223,19.92,97199,14.69,4,51.13,Fully Paid,C, 36 months,MORTGAGE
7701,21.04,91688,24.21,0,46.01,Fully Paid,C, 60 months,MORTGAGE
3597,8.21,85548,5.16,2,63.36,Fully Paid,E, 60 months,RENT
1141,15.75,82363,2.72,3,54.21,Fully Paid,C, 36 months,MORTGAGE
3659,8.84,31162,16.77,4,37.31,Fully Paid,F, 36 months,MORTGAGE
21980,19.38,107858,23.37,0,60.32,Charged Off,F, 36 months,OWN
10031,10.43,93535,16.01,4,70.25,Fully Paid,F, 60 months,OWN
16037,11.32,27219,23.32,2,12.4,Fully Paid,D, 60 months,MORTGAGE
7142,21.9,90864,20.85,3,51.93,Fully Paid,E, 60 months,RENT
13109,14.53,23621,27.59,3,15.19,Fully Paid,D, 36 months,OWN
23010,18.4,138371,26.16,4,26.78,Fully Paid,G, 36 months,MORTGAGE
9787,13.05,109792,17.26,0,60.45,Fully Paid,C, 36 months,OWN
9472,10.96,64433,17.29,1,87.96,Fully Paid,G, 60 months,OWN
24383,17.51,139998,6.06,3,89.45,Fully Paid,C, 36 months,RENT
5249,8.1,96850,20.77,1,16.29,Fully Paid,B, 36 months,MORTGAGE
19351,12.46,146344,23.69,3,47.72,Fully Paid,D, 60 months,OWN
5088,9.18,86188,19.32,0,62.47,Fully Paid,A, 60 months,MORTGAGE
16282,18.92,74951,13.37,0,23.24,Fully Paid,G, 36 months,RENT
20330,23.88,101718,29.01,3,78.89,Fully Paid,B, 60 months,RENT
22778,24.91,127116,3.45,4,76.98,Fully Paid,D, 36 months,OWN
25264,14.01,56558,36.62,0,91.3,Fully Paid,F, 60 months,RENT
6075,10.05,148938,1.32,0,10.76,Fully Paid,E, 60 months,OWN
11412,13.86,35659,38.51,2,29.5,Fully Paid,G, 60 months,MORTGAGE
29365,21.95,54413,18.76,0,84.45,Fully Paid,D, 60 months,OWN
8230,9.12,30435,16.8,2,70.35,Fully Paid,E, 60 months,OWN
12002,24.04,139200,10.63,0,90.5,Charged Off,G, 60 months,RENT
14947,11.84,73911,0.9,0,15.15,Fully Paid,E, 36 months,MORTGAGE
14686,24.72,48067,11.35,4,63.73,Charged Off,G, 36 months,MORTGAGE
30304,21.77,107794,4.82,4,61.21,Charged Off,C, 36 months,OWN
14074,21.17,113823,26.56,0,13.21,Charged Off,A, 60 months,MORTGAGE
5493,11.36,89224,13.1,3,56.22,Charged Off,G, 60 months,MORTGAGE
15140,5.18,93225,30.8,3,64.86,Fully Paid,D, 36 months,OWN
32655,12.64,21379,8.67,0,27.22,Fully Paid,A, 36 months,OWN
7816,11.04,122547,36.06,3,34.6,Fully Paid,E, 36 months,MORTGAGE
12639,5.75,128541,21.16,0,67.63,Fully Paid,C, 60 months,OWN
30492,15.11,47624,5.02,4,52.15,Charged Off,G, 36 months,RENT
12240,13.06,111500,16.33,1,87.22,Fully Paid,A, 36 months,MORTGAGE
33698,17.69,108427,8.67,2,40.81,Fully Paid,B, 36 months,OWN
27957,17.42,134634,8.39,3,34.0,Fully Paid,E, 36 months,MORTGAGE
33808,7.41,142507,20.5,3,98.64,Fully Paid,B, 60 months,MORTGAGE
6827,24.54,148701,27.04,4,92.0,Fully Paid,F, 36 months,RENT
33762,8.74,77745,36.51,3,12.61,Fully Paid,A, 36 months,RENT
9259,13.91,71805,20.34,0,79.37,Fully Paid,A, 60 months,MORTGAGE
15849,14.76,123915,38.65,0,19.93,Fully Paid,A, 60 months,RENT
17232,21.26,140815,37.69,1,12.47,Charged Off,F, 60 months,OWN
25173,6.98,32516,34.67,1,34.63,Charged Off,D, 60 months,MORTGAGE
6374,13.57,99422,20.25,1,34.24,Fully Paid,E, 60 months,RENT
22174,17.57,105843,6.07,0,83.74,Charged Off,E, 36 months,MORTGAGE
24567,9.3,149560,9.11,1,73.96,Fully Paid,G, 36 months,MORTGAGE
10277,17.55,44843,26.08,1,98.34,Fully Paid,G, 36 months,OWN
32600,23.47,132020,17.16,0,74.04,Fully Paid,G, 60 months,OWN
10885,24.95,25912,6.3,4,47.64,Fully Paid,E, 36 months,OWN
1778,5.65,41514,19.42,3,72.9,Fully Paid,D, 60 months,RENT
30165,9.71,107359,1.19,2,99.95,Fully Paid,A, 60 months,RENT
2492,11.21,77032,29.49,0,73.91,Fully Paid,A, 36 months,RENT
31462,12.98,48797,3.41,0,78.55,Fully Paid,F, 60 months,OWN
14615,9.85,26449,25.35,2,94.45,Fully Paid,B, 36 months,MORTGAGE
8851,9.07,21725,31.82,2,20.23,Fully Paid,D, 60 months,OWN
17288,24.09,101406,5.74,1,73.43,Fully Paid,C, 36 months,RENT
8156,23.37,29304,20.99,2,86.57,Charged Off,D, 60 months,RENT
3044,5.94,93058,31.27,3,95.89,Fully Paid,F, 60 months,RENT
8368,11.78,145555,10.8,3,28.99,Fully Paid,B, 60 months,OWN
20900,13.1,33663,6.94,3,55.35,Fully Paid,B, 36 months,RENT
31600,9.78,90320,13.8,3,71.25,Fully Paid,G, 60 months,OWN
26634,17.58,95008,22.41,3,32.27,Fully Paid,G, 36 months,MORTGAGE
10168,17.81,135920,23.22,1,64.04,Fully Paid,B, 60 months,OWN
21961,22.01,114488,5.67,0,33.18,Fully Paid,A, 36 months,RENT
24852,19.82,147418,18.57,2,40.01,Charged Off,C, 60 months,MORTGAGE
34110,15.85,95591,11.1,0,49.74,Fully Paid,B, 36 months,RENT
33174,18.07,115044,33.76,2,57.63,Fully Paid,E, 60 months,MORTGAGE
27955,10.48,32676,12.89,1,50.44,Charged Off,A, 60 months,RENT
7581,16.86,45192,33.63,1,54.39,Charged Off,C, 60 months,OWN
7317,14.78,44722,17.43,4,36.87,Fully Paid,E, 36 months,RENT
27649,7.67,27446,29.2,4,24.31,Fully Paid,C, 60 months,OWN
24132,9.85,139304,20.65,1,14.26,Charged Off,F, 60 months,OWN
17789,10.83,24725,25.07,1,27.64,Fully Paid,C, 60 months,MORTGAGE
15567,23.49,105597,16.12,2,62.37,Fully Paid,E, 36 months,OWN
15868,9.61,133073,30.84,1,80.75,Fully Paid,D, 60 months,OWN
25370,10.78,108207,17.29,0,25.23,Fully Paid,C, 36 months,OWN
31483,12.39,77632,18.57,2,19.77,Charged Off,D, 36 months,MORTGAGE
13466,18.27,86945,20.95,1,77.44,Fully Paid,C, 60 months,RENT
29803,7.36,93741,33.36,2,37.46,Fully Paid,F, 60 months,RENT
19230,24.08,36365,26.55,2,95.63,Charged Off,E, 36 months,OWN
18862,22.31,85792,14.29,3,74.29,Charged Off,C, 36 months,OWN
32259,16.54,84857,26.98,4,39.41,Fully Paid,B, 60 months,RENT
34539,18.48,136409,25.88,2,36.06,Fully Paid,F, 36 months,OWN
22909,5.33,35704,37.28,2,57.13,Fully Paid,B, 36 months,RENT
31795,11.78,70575,33.74,3,17.12,Fully Paid,F, 60 months,MORTGAGE
9770,20.91,49902,26.07,1,20.59,Charged Off,F, 60 months,OWN
12093,6.55,139641,13.99,2,25.83,Fully Paid,G, 36 months,OWN
1193,10.65,121294,31.29,3,79.73,Fully Paid,C, 36 months,RENT
18569,16.71,21195,23.22,0,56.25,Fully Paid,E, 60 months,RENT
12190,10.13,139247,39.42,3,10.95,Fully Paid,G, 36 months,MORTGAGE
33327,23.68,73517,10.28,4,70.62,Fully Paid,E, 36 months,OWN
21389,7.62,54012,3.65,4,48.13,Fully Paid,A, 60 months,RENT
3261,20.95,31415,3.26,1,55.98,Charged Off,E, 36 months,MORTGAGE
29369,15.16,59534,25.78,1,29.27,Fully Paid,D, 36 months,RENT
27512,20.01,41686,37.6,4,59.66,Charged Off,C, 36 months,RENT
7716,11.21,97198,0.58,4,98.12,Fully Paid,B, 36 months,MORTGAGE
22259,15.29,134514,29.17,2,16.61,Fully Paid,E, 60 months,MORTGAGE
29933,22.14,48743,26.45,4,35.55,Fully Paid,B, 36 months,MORTGAGE
5378,14.34,52161,29.43,1,31.87,Fully Paid,A, 36 months,MORTGAGE
20835,12.19,81313,14.54,4,32.37,Fully Paid,C, 60 months,MORTGAGE
30033,15.72,135994,32.91,1,44.08,Fully Paid,E, 36 months,MORTGAGE
25000,19.35,128617,2.27,0,83.63,Charged Off,G, 36 months,OWN
11332,13.87,22402,30.34,4,92.16,Charged Off,B, 60 months,MORTGAGE
3800,23.78,83190,11.05,1,28.2,Fully Paid,G, 36 months,OWN
30538,10.9,135184,19.34,3,58.87,Fully Paid,F, 36 months,RENT
31119,14.51,72551,32.99,2,67.32,Charged Off,G, 36 months,RENT
9333,20.14,33275,11.22,1,56.96,Fully Paid,E, 36 months,MORTGAGE
6410,18.78,48182,7.82,4,49.07,Charged Off,A, 36 months,RENT
18839,22.27,34915,27.41,4,27.28,Charged Off,G, 36 months,MORTGAGE
31519,24.94,20909,21.57,0,53.94,Fully Paid,F, 36 months,MORTGAGE
6808,13.54,134110,20.82,3,46.11,Fully Paid,B, 60 months,OWN
7796,7.22,85908,10.64,1,81.6,Fully Paid,B, 60 months,RENT
22180,5.61,147337,1.88,3,78.72,Fully Paid,C, 60 months,MORTGAGE
18709,19.54,42620,16.71,0,22.06,Fully Paid,G, 36 months,RENT
18543,22.48,54112,4.71,2,17.97,Charged Off,G, 60 months,OWN
30075,9.41,94051,36.29,3,91.73,Fully Paid,C, 60 months,RENT
31502,8.17,22431,2.13,0,58.2,Fully Paid,B, 60 months,OWN
17724,6.24,106590,17.55,1,87.2,Fully Paid,F, 60 months,OWN
4828,21.45,82175,2.56,2,15.23,Fully Paid,G, 36 months,OWN
18087,11.23,137472,4.27,4,57.39,Fully Paid,C, 36 months,MORTGAGE
13605,13.03,52624,26.53,0,58.55,Fully Paid,B, 36 months,MORTGAGE
32337,15.06,96121,26.06,4,87.46,Fully Paid,F, 60 months,RENT
6482,21.79,81264,1.81,2,18.78,Fully Paid,D, 36 months,MORTGAGE
28005,18.02,133766,0.54,0,31.64,Fully Paid,E, 60 months,MORTGAGE
23760,17.3,51958,3.61,0,46.59,Fully Paid,G, 36 months,RENT
6463,8.51,144095,30.64,2,87.93,Fully Paid,D, 36 months,OWN
5912,15.26,21695,23.59,1,94.5,Fully Paid,D, 60 months,OWN
5648,19.31,120211,2.01,0,99.35,Charged Off,E, 60 months,RENT
34623,24.47,139502,19.78,2,96.33,Charged Off,B, 36 months,MORTGAGE
4112,9.03,69932,28.63,3,10.53,Fully Paid,B, 36 months,RENT
23054,5.19,119323,34.82,4,14.29,Fully Paid,C, 36 months,RENT
5492,6.51,64225,37.39,0,23.28,Fully Paid,A, 60 months,MORTGAGE
23207,12.52,21403,13.43,3,41.4,Charged Off,B, 60 months,RENT
16114,21.41,103346,5.87,0,84.69,Charged Off,E, 60 months,MORTGAGE
17018,5.14,94391,9.86,1,90.34,Fully Paid,A, 60 months,MORTGAGE
22386,14.13,58636,31.16,2,26.82,Fully Paid,E, 36 months,RENT
18740,11.58,30839,38.87,0,65.77,Fully Paid,E, 60 months,OWN
9210,6.05,85546,18.92,2,92.56,Fully Paid,E, 60 months,MORTGAGE
13743,14.0,124634,12.56,0,51.74,Fully Paid,G, 60 months,OWN
7588,10.09,67829,17.45,1,19.32,Fully Paid,G, 36 months,MORTGAGE
4311,12.04,29230,12.54,1,51.2,Fully Paid,A, 36 months,OWN
23432,19.11,71977,10.63,3,43.82,Fully Paid,D, 60 months,RENT
34755,15.43,60232,23.95,1,61.99,Fully Paid,G, 60 months,MORTGAGE
4321,7.49,133050,1.12,2,49.48,Fully Paid,F, 36 months,RENT
16812,24.23,121307,10.75,1,11.56,Fully Paid,E, 36 months,RENT
14146,17.72,114792,26.62,0,99.46,Fully Paid,G, 60 months,RENT
14654,20.32,45651,1.77,1,58.92,Fully Paid,C, 36 months,MORTGAGE
1726,6.58,117919,3.79,2,52.63,Fully Paid,B, 60 months,RENT
4760,5.94,59963,12.09,0,95.92,Fully Paid,F, 36 months,RENT
23190,5.39,75872,35.17,3,24.03,Fully Paid,B, 60 months,MORTGAGE
2875,8.78,137776,30.71,3,27.03,Fully Paid,B, 60 months,RENT
24377,13.29,99198,1.38,3,82.72,Fully Paid,A, 60 months,MORTGAGE
5033,23.72,33739,20.32,0,33.47,Fully Paid,C, 60 months,RENT
18373,14.14,83294,11.35,3,81.93,Fully Paid,C, 36 months,OWN
4744,10.81,68356,26.12,1,34.44,Fully Paid,F, 36 months,RENT
25995,16.24,21789,29.0,0,12.99,Fully Paid,C, 60 months,OWN
17977,7.24,39420,34.58,0,56.53,Fully Paid,C, 36 months,MORTGAGE
33402,17.19,109297,19.28,0,27.7,Fully Paid,C, 60 months,OWN
11651,16.37,125902,39.78,4,78.21,Fully Paid,F, 36 months,MORTGAGE
34703,20.84,57606,39.21,2,67.71,Charged Off,D, 60 months,RENT
14395,24.73,58640,35.35,4,93.12,Fully Paid,C, 36 months,OWN
30808,10.02,138341,23.21,4,80.47,Fully Paid,G, 36 months,RENT
17715,15.19,64135,16.22,4,26.27,Fully Paid,C, 36 months,OWN
25306,23.18,57067,14.89,2,82.01,Charged Off,A, 36 months,MORTGAGE
20086,20.7,78420,0.98,4,67.76,Fully Paid,A, 60 months,MORTGAGE
15376,14.75,37357,10.34,3,70.21,Fully Paid,G, 60 months,MORTGAGE
6889,23.91,59851,28.89,0,84.9,Fully Paid,C, 36 months,MORTGAGE
21584,6.14,58262,24.34,0,61.64,Fully Paid,D, 36 months,RENT
11058,23.62,144745,36.7,1,51.94,Charged Off,C, 36 months,RENT
10101,6.01,96853,2.48,3,67.3,Fully Paid,G, 36 months,RENT
13497,15.95,78643,6.63,2,36.82,Charged Off,C, 60 months,RENT
5658,22.81,138094,31.68,0,26.43,Fully Paid,C, 36 months,RENT
12381,10.25,41534,14.66,4,65.49,Fully Paid,E, 36 months,MORTGAGE
18154,14.44,111270,5.17,1,31.05,Fully Paid,D, 36 months,RENT
20539,11.49,121433,39.86,1,17.19,Fully Paid,B, 36 months,RENT
12777,24.04,52872,31.6,0,10.05,Fully Paid,G, 36 months,RENT
31373,21.47,125737,16.65,3,64.75,Fully Paid,C, 36 months,MORTGAGE
34154,19.18,27689,33.02,1,42.59,Fully Paid,G, 36 months,MORTGAGE
7031,16.75,89103,27.38,0,77.71,Charged Off,B, 36 months,MORTGAGE
28997,21.41,106268,31.7,3,43.77,Fully Paid,D, 60 months,MORTGAGE
7439,12.85,106310,32.7,0,53.74,Fully Paid,G, 36 months,RENT
23785,13.95,108731,3.85,0,46.64,Fully Paid,C, 36 months,RENT
14392,19.6,135869,25.11,3,68.55,Fully Paid,B, 36 months,OWN
29669,12.16,57412,0.77,3,42.05,Fully Paid,G, 36 months,RENT
29939,6.28,67734,2.22,3,96.74,Fully Paid,F, 60 months,MORTGAGE
3282,6.49,129634,36.21,0,94.25,Charged Off,B, 36 months,MORTGAGE
25364,7.31,107793,21.34,1,86.32,Fully Paid,D, 60 months,RENT
2998,22.39,89930,29.57,2,92.83,Fully Paid,C, 60 months,OWN
32705,14.44,121838,33.62,2,50.42,Fully Paid,E, 60 months,MORTGAGE
10428,19.26,42228,38.01,0,58.28,Charged Off,D, 60 months,OWN
13336,12.86,140627,34.84,0,76.79,Fully Paid,E, 36 months,MORTGAGE
10342,10.17,97924,19.59,1,72.65,Fully Paid,C, 60 months,MORTGAGE
8446,11.94,31319,13.77,3,90.16,Charged Off,B, 60 months,RENT
8461,20.88,26475,6.6,0,74.47,Charged Off,F, 36 months,MORTGAGE
11516,17.5,117091,16.31,4,99.81,Fully Paid,F, 60 months,OWN
14749,23.75,103694,14.98,3,41.37,Charged Off,G, 60 months,OWN
18514,18.59,34728,22.6,0,84.97,Fully Paid,D, 60 months,RENT
25950,16.4,130310,26.79,4,72.79,Fully Paid,D, 60 months,MORTGAGE
11213,17.2,49545,39.14,1,72.22,Fully Paid,D, 36 months,OWN
29011,23.85,116636,29.27,4,39.33,Charged Off,A, 60 months,RENT
18858,20.76,142971,25.93,0,80.7,Fully Paid,F, 36 months,OWN
19626,5.48,101686,13.74,2,91.03,Fully Paid,F, 36 months,RENT
14467,15.68,118750,1.86,0,29.67,Charged Off,C, 36 months,OWN
4134,18.77,118412,11.88,2,66.29,Fully Paid,A, 60 months,MORTGAGE
17743,19.97,81756,30.85,1,45.29,Fully Paid,D, 60 months,OWN
16434,9.26,88775,8.61,1,99.06,Fully Paid,D, 36 months,OWN
11233,22.34,58699,28.63,3,53.09,Fully Paid,E, 36 months,RENT
2141,24.12,56821,23.4,3,30.55,Fully Paid,G, 36 months,RENT
19019,9.73,50615,7.29,2,44.37,Charged Off,A, 36 months,RENT
21384,22.65,33746,10.83,2,68.85,Fully Paid,G, 36 months,OWN
23967,6.94,106457,20.1,1,16.85,Fully Paid,B, 36 months,RENT
12172,6.11,42745,17.03,4,64.32,Fully Paid,G, 60 months,MORTGAGE
17390,7.58,21245,31.25,2,93.81,Fully Paid,F, 60 months,RENT
4267,6.15,137408,29.51,2,86.53,Fully Paid,C, 60 months,RENT
27167,21.9,132143,23.2,4,16.09,Fully Paid,B, 36 months,MORTGAGE
22312,6.18,44853,32.98,3,99.41,Fully Paid,B, 60 months,RENT
28840,10.43,47632,22.73,3,72.89,Charged Off,C, 36 months,RENT
19990,7.08,32856,38.59,2,24.61,Fully Paid,D, 36 months,OWN
6906,10.91,76893,9.08,3,11.12,Fully Paid,F, 60 months,OWN
18297,6.81,90641,28.71,3,25.42,Charged Off,E, 36 months,RENT
3011,18.36,121226,15.11,3,85.44,Charged Off,D, 60 months,MORTGAGE
12738,7.67,88049,11.52,1,11.95,Fully Paid,G, 60 months,RENT
29797,22.04,78182,7.63,0,30.98,Charged Off,D, 60 months,RENT
12120,21.34,22801,22.32,2,78.16,Fully Paid,A, 36 months,RENT
9767,5.27,117881,9.01,2,62.75,Fully Paid,B, 36 months,OWN
23852,22.91,99431,8.41,1,80.45,Fully Paid,B, 36 months,MORTGAGE
14703,5.58,59749,39.63,0,77.15,Fully Paid,F, 60 months,MORTGAGE
1929,9.79,93757,32.17,0,14.55,Charged Off,G, 36 months,MORTGAGE
12951,5.65,75654,30.06,1,90.33,Fully Paid,B, 60 months,OWN
27039,11.72,91574,31.87,4,30.43,Fully Paid,E, 36 months,OWN
30504,15.28,117567,38.77,4,59.81,Fully Paid,E, 60 months,RENT
18438,20.93,75381,23.14,0,67.99,Fully Paid,G, 60 months,OWN
6744,11.76,78601,9.2,4,25.18,Fully Paid,E, 36 months,RENT
19284,19.11,35082,34.56,4,97.86,Fully Paid,C, 36 months,OWN
8069,8.75,34648,29.84,4,53.93,Fully Paid,G, 60 months,RENT
20799,20.01,20364,16.87,0,15.19,Charged Off,F, 60 months,OWN
34210,9.72,54568,19.21,4,94.35,Fully Paid,E, 36 months,MORTGAGE
29226,7.87,99646,16.74,2,62.76,Fully Paid,A, 60 months,RENT
5652,8.71,91494,37.23,0,72.93,Fully Paid,A, 36 months,OWN
25323,8.64,94632,14.07,1,57.27,Fully Paid,D, 36 months,OWN
8597,15.26,27436,38.56,4,85.13,Charged Off,D, 60 months,RENT
7591,21.9,106713,36.46,3,12.98,Charged Off,F, 36 months,OWN
26833,6.59,46754,25.41,0,34.15,Fully Paid,G, 60 months,MORTGAGE
12826,19.14,80194,23.4,1,52.27,Fully Paid,D, 36 months,RENT
27417,18.09,44544,15.12,2,16.89,Fully Paid,D, 60 months,RENT
19693,22.45,80180,1.22,1,73.53,Fully Paid,A, 36 months,RENT
15138,9.88,83295,5.54,4,45.43,Fully Paid,D, 36 months,RENT
3169,14.0,32638,30.29,3,34.54,Charged Off,A, 60 months,RENT
19556,23.52,85715,19.13,4,10.3,Charged Off,E, 36 months,MORTGAGE
23052,18.2,89409,6.42,1,74.78,Fully Paid,E, 60 months,RENT
7313,12.78,148479,10.93,0,85.04,Charged Off,F, 60 months,MORTGAGE
9315,7.63,138648,37.94,3,45.55,Charged Off,C, 60 months,MORTGAGE
9036,10.25,103106,15.0,3,60.78,Charged Off,D, 60 months,MORTGAGE
32778,16.62,148782,36.35,1,30.49,Charged Off,E, 60 months,RENT
28734,19.36,146839,12.53,4,66.0,Fully Paid,E, 36 months,MORTGAGE
24173,7.49,133759,21.96,1,11.09,Fully Paid,G, 36 months,RENT
31403,16.99,37157,1.31,3,53.98,Charged Off,F, 36 months,MORTGAGE
1785,16.01,65565,21.11,1,67.98,Charged Off,B, 36 months,RENT
7139,15.28,89996,25.66,3,92.64,Charged Off,B, 36 months,OWN
7344,18.8,133620,9.76,4,44.32,Fully Paid,F, 36 months,OWN
19800,21.75,85888,23.37,0,78.87,Fully Paid,A, 36 months,MORTGAGE
26372,11.46,76095,26.06,0,63.79,Fully Paid,C, 60 months,OWN
21538,22.78,84947,27.63,1,93.43,Fully Paid,G, 60 months,MORTGAGE
15973,8.21,107122,31.17,3,45.85,Fully Paid,G, 60 months,MORTGAGE
6619,8.46,90880,12.8,0,38.72,Fully Paid,F, 36 months,MORTGAGE
28716,10.34,24507,22.93,3,89.84,Fully Paid,B, 60 months,OWN
4236,7.39,123134,39.27,4,14.43,Fully Paid,C, 36 months,MORTGAGE
16848,9.61,63988,35.98,1,22.27,Fully Paid,E, 36 months,OWN
3352,7.13,118421,38.13,3,17.42,Fully Paid,F, 36 months,OWN
2932,21.44,36865,15.75,1,85.88,Fully Paid,A, 60 months,RENT
11913,7.78,122591,31.58,3,10.95,Fully Paid,C, 60 months,OWN
9556,19.95,149614,24.99,3,87.55,Charged Off,B, 60 months,RENT
22300,5.96,47213,3.77,4,50.61,Fully Paid,E, 36 months,MORTGAGE
6498,23.97,75954,33.05,1,10.36,Fully Paid,F, 36 months,MORTGAGE
11582,19.22,77450,27.25,2,46.15,Charged Off,G, 36 months,RENT
10569,5.14,24477,8.36,3,26.81,Fully Paid,D, 36 months,MORTGAGE
5857,20.28,82222,3.65,3,66.2,Fully Paid,G, 60 months,RENT
1340,15.28,26533,33.56,0,71.14,Fully Paid,G, 60 months,RENT
17766,20.59,69395,3.62,1,53.88,Charged Off,E, 60 months,MORTGAGE
27132,15.45,145512,4.11,2,13.65,Fully Paid,B, 60 months,RENT
9491,17.82,43396,17.38,4,69.05,Charged Off,F, 36 months,RENT
1138,20.73,32755,5.82,2,85.78,Charged Off,B, 36 months,RENT
1358,13.1,20865,36.59,4,74.83,Fully Paid,D, 60 months,MORTGAGE
10714,5.05,31173,19.08,2,84.7,Fully Paid,G, 36 months,MORTGAGE
20840,22.0,78905,22.98,2,28.05,Fully Paid,E, 36 months,MORTGAGE
31654,12.62,58097,37.16,1,90.0,Fully Paid,C, 60 months,MORTGAGE
26879,14.92,53371,21.45,0,39.0,Fully Paid,C, 60 months,MORTGAGE
16996,5.16,124060,14.47,2,11.21,Charged Off,E, 36 months,OWN
27762,14.84,31254,31.99,3,85.91,Fully Paid,C, 60 months,OWN
14283,24.73,24018,17.99,3,94.76,Fully Paid,G, 60 months,RENT
20554,10.57,25192,13.08,3,69.0,Charged Off,F, 60 months,OWN
21219,12.91,22015,29.07,0,30.83,Fully Paid,E, 60 months,MORTGAGE
10429,18.74,128154,32.16,2,32.66,Fully Paid,E, 60 months,MORTGAGE
20218,21.3,88916,31.77,4,51.99,Fully Paid,B, 60 months,MORTGAGE
13452,13.35,48343,39.12,4,90.8,Fully Paid,A, 60 months,RENT
19951,11.19,89306,31.57,1,23.46,Fully Paid,B, 60 months,RENT
2307,23.76,25829,30.91,0,84.34,Charged Off,C, 60 months,RENT
15852,18.54,54381,34.37,2,36.22,Fully Paid,A, 36 months,RENT
26232,7.38,131451,0.51,3,82.77,Fully Paid,E, 60 months,RENT
27485,6.38,101081,14.82,0,92.82,Fully Paid,C, 60 months,RENT
11238,14.67,38263,29.64,0,48.47,Fully Paid,D, 60 months,OWN
2140,9.4,123676,24.19,2,42.85,Fully Paid,C, 36 months,MORTGAGE
25842,10.08,73260,7.51,1,82.2,Fully Paid,A, 60 months,OWN
27421,22.55,63306,12.5,1,57.65,Charged Off,A, 60 months,RENT
2708,6.79,111211,13.8,1,71.6,Fully Paid,E, 36 months,MORTGAGE
4630,19.31,78418,22.93,3,66.05,Charged Off,F, 36 months,MORTGAGE
20595,10.42,110898,33.35,3,23.76,Fully Paid,D, 60 months,MORTGAGE
11485,20.21,20148,37.33,2,86.03,Charged Off,E, 36 months,OWN
29308,19.45,21754,30.13,1,27.62,Fully Paid,D, 36 months,MORTGAGE
27086,5.15,46745,33.8,2,93.91,Fully Paid,D, 36 months,RENT
17859,15.18,92914,19.07,1,32.55,Fully Paid,E, 36 months,RENT
8684,7.79,131895,15.9,0,76.05,Charged Off,G, 36 months,OWN
26552,22.32,75833,16.01,4,35.62,Charged Off,C, 60 months,OWN
2207,22.43,40140,24.83,4,38.6,Fully Paid,B, 36 months,RENT
2960,13.37,94907,5.41,1,37.9,Fully Paid,D, 60 months,OWN
1557,13.89,80653,23.39,2,77.31,Fully Paid,G, 60 months,MORTGAGE
30689,11.07,112535,26.77,3,60.11,Charged Off,A, 60 months,OWN
14893,19.33,81521,17.84,1,89.47,Charged Off,E, 36 months,MORTGAGE
33272,12.17,98315,38.15,1,37.66,Charged Off,F, 60 months,MORTGAGE
1882,10.36,51075,24.52,3,72.28,Charged Off,G, 36 months,MORTGAGE
30535,13.64,50697,9.19,1,77.77,Charged Off,C, 60 months,MORTGAGE
13869,6.83,143804,19.43,0,23.63,Fully Paid,G, 60 months,MORTGAGE
8166,19.93,74544,27.18,3,46.05,Charged Off,D, 60 months,RENT
13982,5.25,29795,13.28,0,53.45,Fully Paid,F, 36 months,RENT
8269,17.89,84555,3.65,4,42.01,Charged Off,G, 60 months,RENT
29064,8.66,72204,23.55,3,38.99,Fully Paid,C, 36 months,MORTGAGE
14527,9.65,123996,37.94,3,71.78,Fully Paid,G, 36 months,OWN
3454,17.71,89754,19.66,2,29.43,Fully Paid,E, 36 months,OWN
21878,24.86,84860,36.29,2,73.85,Fully Paid,F, 60 months,MORTGAGE
13991,20.55,123107,33.48,3,94.15,Fully Paid,A, 60 months,OWN
3808,9.52,71529,6.32,4,60.87,Fully Paid,D, 60 months,MORTGAGE
31386,8.52,31672,28.47,1,65.03,Fully Paid,D, 60 months,OWN
4802,22.32,74238,17.7,2,16.2,Fully Paid,F, 36 months,MORTGAGE
29753,13.88,116578,10.38,4,87.8,Fully Paid,C, 60 months,OWN
22083,7.74,55950,27.63,4,35.69,Fully Paid,E, 36 months,OWN
19354,22.24,31009,29.84,2,65.35,Charged Off,G, 36 months,RENT
